message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-00022,"Kripya dhyan dein: Instant personal loan approved without CIBIL check. Pay ₹1,499 processing fee before disbursement.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.95,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"kripya dhyan dein: instant personal loan approved without cibil check. pay ₹1,499 processing fee before disbursement."
IND-00810,"Bahut zaroori hai: Supreme Court cyber team here. You are under digital arrest due to money laundering. Transfer ₹50,000 for verification.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.89,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"bahut zaroori hai: supreme court cyber team here. you are under digital arrest due to money laundering. transfer ₹50,000 for verification."
IND-04923,Sabko forward karein: ₹500 notes will stop being legal tender tonight. Exchange them immediately.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.94,synthetic_augmented,0,0,0,0,1,0,HIGH,sabko forward karein: ₹500 notes will stop being legal tender tonight. exchange them immediately.
IND-00337,"Please dhyan do, Your verification OTP has been generated. Send the OTP here so we can stop the unauthorized transaction.",scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.92,synthetic_augmented,0,0,1,0,0,0,HIGH,"please dhyan do, your verification otp has been generated. send the otp here so we can stop the unauthorized transaction."
IND-00127,Turant check karein: Your account needs phone verification. Please reply with the OTP to complete the security check.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINDI_ROMAN,Banking,0.96,synthetic_augmented,0,0,1,0,0,0,CRITICAL,turant check karein: your account needs phone verification. please reply with the otp to complete the security check.
IND-01121,HR department: your job is approved. Pay the refundable training fee today to receive your offer letter.,scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,ENGLISH,Employment,0.98,synthetic_augmented,0,0,0,0,1,1,HIGH,hr department: your job is approved. pay the refundable training fee today to receive your offer letter.
IND-03160,Mujhe ye message aaya: Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.,suspicious,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.88,synthetic_augmented,0,0,0,0,0,1,HIGH,mujhe ye message aaya: someone says my kyc will expire today and wants my documents on whatsapp. i have not verified the sender.
IND-03654,"Guys, A WhatsApp group promises guaranteed crypto returns and asks members to transfer money. Can this be verified?",suspicious,INVESTMENT_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.82,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"guys, a whatsapp group promises guaranteed crypto returns and asks members to transfer money. can this be verified?"
IND-00605,Kripya dhyan dein: Bank security: an unusual transaction was detected. Share the OTP you receive to cancel it immediately.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINDI_ROMAN,Banking,0.98,synthetic_augmented,0,0,1,0,0,1,CRITICAL,kripya dhyan dein: bank security: an unusual transaction was detected. share the otp you receive to cancel it immediately.
IND-00780,Bahut zaroori hai: URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.95,public_dataset_derived,0,0,1,0,0,1,CRITICAL,bahut zaroori hai: urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active.
IND-00927,"Bhai, Student scholarship selected. Send Aadhaar and bank details on WhatsApp to release ₹10,000.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.99,synthetic_augmented,0,0,0,0,1,1,HIGH,"bhai, student scholarship selected. send aadhaar and bank details on whatsapp to release ₹10,000."
IND-00196,"Bhai, CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.88,public_dataset_derived,0,0,0,0,1,1,HIGH,"bhai, cbi officer here. a money laundering case is registered against your aadhaar. transfer ₹20,000 for verification."
IND-01397,Turant check karein: Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.91,synthetic_augmented,0,0,0,0,1,0,CRITICAL,turant check karein: your fastag will be blocked tonight. recharge ₹500 immediately through this link.
IND-04660,"Guys please forward: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.82,synthetic_augmented,0,0,0,0,1,1,HIGH,"guys please forward: government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-01192,"Urgent hai: Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH,"urgent hai: urgent help needed for a child. please send ₹1,000 to this personal upi id immediately. no time for verification."
IND-00340,Urgent hai: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.99,public_dataset_derived,0,0,0,0,1,0,HIGH,urgent hai: your meter has been flagged. pay the pending amount now or your connection will be terminated today.
IND-00450,"Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,ENGLISH,UPI,0.96,synthetic_augmented,1,0,0,1,1,0,HIGH,"refund pending. to receive ₹1,499, enter your upi pin on the link URLTOKEN"
IND-01329,Kripya dhyan dein: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.9,public_dataset_derived,0,0,0,0,1,1,HIGH,kripya dhyan dein: loan verification requires an advance payment of ₹799 and pan/aadhaar on whatsapp.
IND-00724,Flood relief collection: donate immediately through this unfamiliar payment link.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,ENGLISH,Charity,0.91,public_dataset_derived,0,0,0,0,1,0,CRITICAL,flood relief collection: donate immediately through this unfamiliar payment link.
IND-04350,Important hai: From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.78,synthetic_augmented,0,0,0,0,0,1,MEDIUM,important hai: from tomorrow all upi transactions will have a mandatory 50% government tax. forward this urgently.
IND-04074,"Bhai sabko bhejo: Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.87,synthetic_augmented,0,0,0,0,1,1,MEDIUM,"bhai sabko bhejo: government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-01008,Turant check karein: Your bank account has been flagged. Call +91 9876543210 and provide the OTP to cancel the transaction.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.95,synthetic_augmented,0,1,1,0,0,1,HIGH,turant check karein: your bank account has been flagged. call +91 PHONETOKEN and provide the otp to cancel the transaction.
IND-00225,"Urgent hai: Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.89,synthetic_augmented,1,0,0,1,1,0,CRITICAL,"urgent hai: refund pending. to receive ₹1,499, enter your upi pin on the link URLTOKEN"
IND-01408,"Bahut zaroori hai: Guaranteed 3X return in 7 days. Transfer ₹10,000 to our UPI account and our expert will trade for you.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH,"bahut zaroori hai: guaranteed 3x return in 7 days. transfer ₹10,000 to our upi account and our expert will trade for you."
IND-03802,Mujhe ek message mila hai: A WhatsApp group promises guaranteed crypto returns and asks members to transfer money. Can this be verified?,suspicious,INVESTMENT_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH,mujhe ek message mila hai: a whatsapp group promises guaranteed crypto returns and asks members to transfer money. can this be verified?
IND-00857,"Please dhyan do, CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.89,public_dataset_derived,0,0,0,0,1,1,HIGH,"please dhyan do, cbi officer here. a money laundering case is registered against your aadhaar. transfer ₹20,000 for verification."
IND-00313,"Bahut zaroori hai: Part-time job available: earn ₹5,000 daily. Send ₹499 security deposit and Aadhaar copy to start.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINDI_ROMAN,Employment,0.89,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"bahut zaroori hai: part-time job available: earn ₹5,000 daily. send ₹499 security deposit and aadhaar copy to start."
IND-00747,"Sir, Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.",scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.97,synthetic_augmented,0,0,0,0,1,0,HIGH,"sir, your fastag will be blocked tonight. recharge ₹500 immediately through this link."
IND-01132,"Sir, Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.97,public_dataset_derived,1,0,1,0,0,0,HIGH,"sir, your refund is ready. enter card number, cvv and otp at URLTOKEN"
IND-03342,"Bhai, A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.",suspicious,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.84,synthetic_augmented,0,0,0,0,0,0,HIGH,"bhai, a message says my social media account will close and gives an unfamiliar login link. i haven't clicked it."
IND-00185,"Sir, Instant personal loan approved without CIBIL check. Pay ₹1,499 processing fee before disbursement.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.98,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"sir, instant personal loan approved without cibil check. pay ₹1,499 processing fee before disbursement."
IND-00362,"Madam, Your account needs urgent verification. Login at http://account-check.example before midnight.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.9,synthetic_augmented,1,0,0,0,0,0,CRITICAL,"madam, your account needs urgent verification. login at URLTOKEN before midnight."
IND-01391,"Sir, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.9,synthetic_augmented,0,0,0,0,1,1,HIGH,"sir, police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-00995,"Bhai, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.92,synthetic_augmented,0,0,0,0,1,1,HIGH,"bhai, police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-01373,"Sir, HR department: your job is approved. Pay the refundable training fee today to receive your offer letter.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.88,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"sir, hr department: your job is approved. pay the refundable training fee today to receive your offer letter."
IND-00818,"Sir, Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.97,synthetic_augmented,0,0,0,0,1,1,HIGH,"sir, delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01288,"Bahut zaroori hai: You have won ₹25,00,000 in the lucky draw. Pay ₹2,999 tax charges to release your prize.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINDI_ROMAN,Lottery,0.91,public_dataset_derived,0,0,0,0,1,0,HIGH,"bahut zaroori hai: you have won ₹25,00,000 in the lucky draw. pay ₹2,999 tax charges to release your prize."
